ICE FLAVORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIDS PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,,"Calories
from Fat",,,Fat,,,"Saturated
Fat",,,,,,"Trans
Fat",,,Cholesterol,,,,,,,Sodium,,,"Total
Carbohydrates",,,,,,"Dietary
Fiber",,,,Total Sugar,,,,"Added
Sugar",,,,,Protein,,,,,Vitamin D,,,,,"Vitamin D
(% DV)",,,,Calcium,,,,"Calcium
(%DV)",,,Iron,,"Iron
(%DV)",,,,Potassium,,,,"Potassium
(%DV)",,,,,,,
,Peanut Butter Sauce,,190,,,160,,,,18,,,3,,,,,0,,,,0,,,,,,130,,,,6,,,,,,2,,,,,3,,,,2,,,,,6,,,,,,0,,,,,0,,,,,21,,,,2,,,1,,,6,,,,,,0,,,,,0,,
,"Sprinkles, Chocolate",,130,,,45,,,,5,,,4,,,,,0,,,,0,,,,,,0,,,,20,,,,,,0,,,,,12,,,,12,,,,,0,,,,,,0,,,,,0,,,,,1,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,"Sprinkles, Rainbow",,120,,,45,,,,5,,,4,,,,,0,,,,0,,,,,,0,,,,20,,,,,,0,,,,,12,,,,12,,,,,0,,,,,,0,,,,,0,,,,,1,,,,0,,,0,,,0,,,,,,53,,,,,2,,
,Strawberry Topping,,80,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,10,,,,21,,,,,,1,,,,,18,,,,11,,,,,0,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,0,,,,,,124,,,,,2,,
,Wet Walnuts,,280,,,160,,,,18,,,2,,,,,0,,,,0,,,,,,0,,,,25,,,,,,3,,,,,20,,,,0,,,,,4,,,,,,0,,,,,0,,,,,24,,,,2,,,1,,,6,,,,,,0,,,,,0,,
Stuffed Topping,Hot Fudge,,180,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,54,,,,,,0,,,,,52,,,,52,,,,,0,,,,,,0,,,,,0,,,,,0,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Hot Caramel,,180,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,30,,,,58,,,,,,0,,,,,36,,,,36,,,,,4,,,,,,0,,,,,0,,,,,0,,,,0,,,0,,,0,,,,,,53,,,,,2,,
,Strawberry Topping,,80,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,10,,,,21,,,,,,1,,,,,18,,,,11,,,,,0,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Peanut Butter Sauce,,380,,,90,,,,10,,,8,,,,,0,,,,0,,,,,,0,,,,40,,,,,,0,,,,,24,,,,24,,,,,0,,,,,,0,,,,,0,,,,,2,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,"This nutrition information is based on standard recipes and product formulations; however; variations may occur due to differences in preparation, serving sizes, ingredients, or special orders. Current recommendations are to limit total saturated fat intake to 20 grams per day and to limit sodium intake to less than 2,400
mg per day for a 2,000 calorie-per-day diet. A 2,000 calorie daily diet is used for the basis of general nutrition advice; individual calorie needs however; may vary. ©2015 RITA’S FRANCHISE COMPANY. ALL RIGHTS RESERVED.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CONCRETE
Add together your Custard Flavor and Two Toppings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,Calories from Fat,,,,Fat,,,Saturated Fat,,,,,,Trans Fat,,,,Cholesterol,,,,,,Sodium,,,Total Carbohydrates,,,,,,Dietary Fiber,,,,Total Sugar,,,Added Sugar,,,,Protein,,,,,,Vitamin D,,,,,,Vitamin D (% DV),,,Calcium,,,Calcium (%DV),,,,Iron,,Iron (%DV),,,Potassiu m,,,,Potassiu m (%DV),,,,,,,,,
Custard Flavor,Chocolate,,,430,,,,200,,,,23,,,14,,,,,,0,,,,135,,,,,,230,,,50,,,,,,0,,,,45,,,34,,,,9,,,,,,0,,,,,,0,,,295,,,30,,,,2,,15,,,590,,,,17,,,,,,,,,
,Vanilla,,,450,,,,220,,,,25,,,16,,,,,,0,,,,170,,,,,,280,,,50,,,,,,0,,,,43,,,32,,,,9,,,,,,0,,,,,,0,,,318,,,30,,,,0,,0,,,430,,,,12,,,,,,,,,
,Banana,,,450,,,,220,,,,25,,,16,,,,,,0,,,,170,,,,,,280,,,50,,,,,,0,,,,43,,,32,,,,9,,,,,,0,,,,,,0,,,318,,,30,,,,0,,0,,,430,,,,12,,,,,,,,,
,Black Raspberry,,,450,,,,220,,,,25,,,16,,,,,,0,,,,170,,,,,,280,,,50,,,,,,0,,,,43,,,32,,,,9,,,,,,0,,,,,,0,,,318,,,30,,,,0,,0,,,430,,,,12,,,,,,,,,
,Butter Pecan,,,450,,,,220,,,,25,,,16,,,,,,0,,,,170,,,,,,280,,,50,,,,,,0,,,,43,,,32,,,,9,,,,,,0,,,,,,0,,,318,,,30,,,,0,,0,,,430,,,,12,,,,,,,,,
,Cake Batter,,,410,,,,200,,,,23,,,14,,,,,,0,,,,155,,,,,,270,,,53,,,,,,0,,,,45,,,29,,,,8,,,,,,0,,,,,,0,,,288,,,20,,,,0,,0,,,396,,,,8,,,,,,,,,
,Campfire Marshmallow,,,440,,,,200,,,,17,,,11,,,,,,0,,,,120,,,,,,240,,,70,,,,,,0,,,,52,,,32,,,,6,,,,,,0,,,,,,0,,,220,,,20,,,,0,,0,,,310,,,,8,,,,,,,,,
,Caramel Macchiato,,,450,,,,220,,,,24,,,16,,,,,,0,,,,165,,,,,,280,,,52,,,,,,0,,,,44,,,31,,,,9,,,,,,0,,,,,,0,,,311,,,25,,,,0,,0,,,423,,,,10,,,,,,,,,
,Cheesecake,,,460,,,,220,,,,24,,,15,,,,,,0,,,,165,,,,,,280,,,53,,,,,,0,,,,46,,,35,,,,9,,,,,,0,,,,,,0,,,307,,,30,,,,0,,0,,,420,,,,12,,,,,,,,,
,Chocolate Banana,,,410,,,,200,,,,22,,,13,,,,,,0,,,,130,,,,,,220,,,52,,,,,,0,,,,46,,,33,,,,9,,,,,,0,,,,,,0,,,284,,,20,,,,2,,10,,,569,,,,10,,,,,,,,,
,Chocolate Cake,,,430,,,,200,,,,22,,,13,,,,,,0,,,,130,,,,,,220,,,51,,,,,,0,,,,46,,,33,,,,9,,,,,,0,,,,,,0,,,284,,,20,,,,2,,10,,,569,,,,10,,,,,,,,,
,Chocolate Strawberry,,,410,,,,200,,,,22,,,13,,,,,,0,,,,130,,,,,,220,,,52,,,,,,0,,,,46,,,33,,,,9,,,,,,0,,,,,,0,,,284,,,20,,,,2,,10,,,569,,,,10,,,,,,,,,
,Coffee,,,450,,,,220,,,,25,,,16,,,,,,0,,,,170,,,,,,300,,,50,,,,,,0,,,,43,,,31,,,,9,,,,,,0,,,,,,0,,,315,,,30,,,,0,,0,,,430,,,,12,,,,,,,,,
,Cotton Candy,,,460,,,,220,,,,24,,,15,,,,,,0,,,,165,,,,,,280,,,53,,,,,,0,,,,46,,,35,,,,9,,,,,,0,,,,,,0,,,307,,,30,,,,0,,0,,,420,,,,12,,,,,,,,,
,Mint,,,450,,,,220,,,,25,,,16,,,,,,0,,,,170,,,,,,280,,,50,,,,,,0,,,,43,,,32,,,,9,,,,,,0,,,,,,0,,,318,,,30,,,,0,,0,,,430,,,,12,,,,,,,,,
,Orange Cream,,,450,,,,220,,,,25,,,16,,,,,,0,,,,170,,,,,,280,,,50,,,,,,0,,,,43,,,32,,,,9,,,,,,0,,,,,,0,,,318,,,30,,,,0,,0,,,430,,,,12,,,,,,,,,
,Peach,,,440,,,,220,,,,24,,,16,,,,,,0,,,,165,,,,,,280,,,50,,,,,,0,,,,43,,,31,,,,9,,,,,,0,,,,,,0,,,311,,,25,,,,0,,0,,,425,,,,10,,,,,,,,,
,Pistachio,,,460,,,,220,,,,24,,,15,,,,,,0,,,,165,,,,,,280,,,53,,,,,,0,,,,46,,,35,,,,9,,,,,,0,,,,,,0,,,307,,,30,,,,0,,0,,,420,,,,12,,,,,,,,,
,Pumpkin,,,460,,,,220,,,,24,,,15,,,,,,0,,,,165,,,,,,280,,,53,,,,,,0,,,,46,,,35,,,,9,,,,,,0,,,,,,0,,,307,,,30,,,,0,,0,,,420,,,,12,,,,,,,,,
,Pumpkin Cold Brew,,,450,,,,220,,,,24,,,15,,,,,,0,,,,165,,,,,,300,,,49,,,,,,0,,,,43,,,31,,,,9,,,,,,0,,,,,,0,,,308,,,25,,,,0,,0,,,416,,,,8,,,,,,,,,
,Salted Carmel,,,420,,,,200,,,,22,,,13,,,,,,0,,,,135,,,,,,220,,,50,,,,,,0,,,,46,,,33,,,,9,,,,,,0,,,,,,0,,,290,,,20,,,,2,,10,,,582,,,,10,,,,,,,,,
,Salted Carmel Chocolate,,,420,,,,200,,,,22,,,13,,,,,,0,,,,135,,,,,,220,,,50,,,,,,0,,,,45,,,33,,,,9,,,,,,0,,,,,,0,,,290,,,20,,,,2,,10,,,582,,,,10,,,,,,,,,
,Strawberry,,,450,,,,220,,,,24,,,15,,,,,,0,,,,165,,,,,,280,,,52,,,,,,0,,,,46,,,31,,,,9,,,,,,0,,,,,,0,,,306,,,25,,,,0,,0,,,417,,,,8,,,,,,,,,
,Strawberry Banana,,,450,,,,220,,,,24,,,15,,,,,,0,,,,165,,,,,,280,,,52,,,,,,0,,,,45,,,31,,,,9,,,,,,0,,,,,,0,,,306,,,25,,,,0,,0,,,417,,,,8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,Calories from Fat,,,,Fat,,,Saturated Fat,,,,,,Trans Fat,,,,Cholesterol,,,,,,Sodium,,,Total Carbohydrates,,,,,,Dietary Fiber,,,,Total Sugar,,,Added Sugar,,,,Protein,,,,,,Vitamin D,,,,,,Vitamin D (% DV),,,Calcium,,,Calcium (%DV),,,,Iron,,Iron (%DV),,,Potassiu m,,,,Potassiu m (%DV),,,,,,,,,
Topping,Apple Pie Filling,,,100,,,,0,,,,0,,,0,,,,,,0,,,,0,,,,,,20,,,25,,,,,,0,,,,20,,,20,,,,0,,,,,,0,,,,,,0,,,5,,,0,,,,0,,0,,,47,,,,2,,,,,,,,,
,Almond Toffee Crunch,,,100,,,,60,,,,7,,,3,,,,,,0,,,,7,,,,,,23,,,9,,,,,,1,,,,8,,,0,,,,1,,,,,,0,,,,,,0,,,0,,,0,,,,0,,0,,,0,,,,0,,,,,,,,,
,Chocolate Chips,,,130,,,,70,,,,7,,,5,,,,,,0,,,,0,,,,,,0,,,19,,,,,,0,,,,15,,,15,,,,1,,,,,,0,,,,,,0,,,11,,,0,,,,2,,10,,,124,,,,2,,,,,,,,,
,Brownie Batter Bites,,,90,,,,25,,,,3,,,1,,,,,,0,,,,5,,,,,,40,,,15,,,,,,1,,,,8,,,8,,,,1,,,,,,0,,,,,,0,,,4,,,0,,,,1,,6,,,64,,,,2,,,,,,,,,
,Cookie Dough Bites,,,90,,,,25,,,,3,,,1,,,,,,0,,,,5,,,,,,55,,,15,,,,,,0,,,,9,,,9,,,,1,,,,,,0,,,,,,0,,,3,,,0,,,,0,,0,,,20,,,,0,,,,,,,,,
,Chopped Peanuts,,,170,,,,130,,,,14,,,2,,,,,,0,,,,0,,,,,,0,,,6,,,,,,0,,,,1,,,0,,,,7,,,,,,0,,,,,,0,,,16,,,2,,,,0,,0,,,180,,,,4,,,,,,,,,
,Hot Caramel,,,90,,,,15,,,,2,,,1,,,,,,0,,,,5,,,,,,70,,,19,,,,,,0,,,,14,,,14,,,,1,,,,,,0,,,,,,0,,,20,,,2,,,,0,,0,,,29,,,,0,,,,,,,,,
,Hot Fudge,,,90,,,,30,,,,3,,,3,,,,,,0,,,,0,,,,,,80,,,15,,,,,,1,,,,13,,,12,,,,1,,,,,,0,,,,,,0,,,18,,,2,,,,1,,6,,,104,,,,2,,,,,,,,,
,M&Ms Minis,,,140,,,,50,,,,6,,,4,,,,,,0,,,,0,,,,,,20,,,20,,,,,,1,,,,18,,,17,,,,1,,,,,,0,,,,,,0,,,37,,,2,,,,0,,0,,,91,,,,2,,,,,,,,,
,Mini Gummy Bears,,,130,,,,0,,,,0,,,0,,,,,,0,,,,0,,,,,,15,,,29,,,,,,0,,,,18,,,18,,,,2,,,,,,0,,,,,,0,,,0,,,0,,,,0,,0,,,0,,,,0,,,,,,,,,
,NILLA® Wafers,,,130,,,,45,,,,5,,,1,,,,,,0,,,,5,,,,,,110,,,20,,,,,,0,,,,10,,,0,,,,1,,,,,,0,,,,,,0,,,16,,,2,,,,1,,6,,,29,,,,0,,,,,,,,,
,OREO Pieces,,,120,,,,45,,,,5,,,2,,,,,,0,,,,0,,,,,,140,,,18,,,,,,0,,,,10,,,0,,,,1,,,,,,0,,,,,,0,,,0,,,0,,,,1,,6,,,0,,,,0,,,,,,,,,
,Peanut Butter Sauce,,,190,,,,160,,,,18,,,3,,,,,,0,,,,0,,,,,,130,,,6,,,,,,2,,,,3,,,2,,,,6,,,,,,0,,,,,,0,,,21,,,2,,,,1,,6,,,159,,,,4,,,,,,,,,
,Pie Pieces,,,50,,,,20,,,,3,,,1,,,,,,0,,,,5,,,,,,15,,,7,,,,,,0,,,,2,,,2,,,,1,,,,,,0,,,,,,0,,,1,,,0,,,,0,,0,,,7,,,,0,,,,,,,,,
,Reese's PB Cups,,,140,,,,70,,,,8,,,3,,,,,,0,,,,0,,,,,,100,,,16,,,,,,1,,,,14,,,13,,,,3,,,,,,0,,,,,,0,,,26,,,2,,,,1,,6,,,102,,,,2,,,,,,,,,
,"Sprinkles, Chocolate",,,130,,,,45,,,,5,,,4,,,,,,0,,,,0,,,,,,0,,,20,,,,,,0,,,,12,,,12,,,,0,,,,,,0,,,,,,0,,,1,,,0,,,,0,,0,,,0,,,,0,,,,,,,,,
,"Sprinkles, Rainbow",,,120,,,,45,,,,5,,,4,,,,,,0,,,,0,,,,,,0,,,20,,,,,,0,,,,12,,,12,,,,0,,,,,,0,,,,,,0,,,1,,,0,,,,0,,0,,,0,,,,0,,,,,,,,,
,Strawberry Topping,,,80,,,,0,,,,0,,,0,,,,,,0,,,,0,,,,,,10,,,21,,,,,,1,,,,18,,,11,,,,0,,,,,,0,,,,,,0,,,6,,,0,,,,0,,0,,,53,,,,2,,,,,,,,,
,Wet Walnuts,,,280,,,,160,,,,18,,,2,,,,,,0,,,,0,,,,,,0,,,25,,,,,,3,,,,20,,,0,,,,4,,,,,,0,,,,,,0,,,24,,,2,,,,1,,6,,,124,,,,2,,,,,,,,,
Stuffed Toppings,Hot Fudge,,,180,,,,0,,,,0,,,0,,,,,,0,,,,0,,,,,,0,,,54,,,,,,0,,,,52,,,52,,,,0,,,,,,0,,,,,,0,,,0,,,0,,,,0,,0,,,0,,,,0,,,,,,,,,
,Hot Caramel,,,180,,,,0,,,,0,,,0,,,,,,0,,,,0,,,,,,30,,,58,,,,,,0,,,,36,,,36,,,,4,,,,,,0,,,,,,0,,,0,,,0,,,,0,,0,,,0,,,,0,,,,,,,,,
,Peanut Butter Sauce,,,380,,,,140,,,,16,,,6,,,,,,0,,,,0,,,,,,200,,,32,,,,,,2,,,,28,,,26,,,,6,,,,,,0,,,,,,0,,,52,,,4,,,,2,,12,,,204,,,,4,,,,,,,,,
,Strawberry Topping,,,80,,,,0,,,,0,,,0,,,,,,0,,,,0,,,,,,10,,,21,,,,,,1,,,,18,,,11,,,,0,,,,,,0,,,,,,0,,,6,,,0,,,,0,,0,,,53,,,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This nutrition information is based on standard recipes and product formulations; however; variations may occur due to differences in preparation, serving sizes, ingredients, or special orders. Current recommendations are to limit total saturated fat intake to 20 grams per day and to limit sodium intake to less than 2,400 mg per day for a 2,000 calorie-per-day diet. A 2,000 calorie daily diet is used for the basis of general nutrition advice; individual calorie needs however; may vary. ©2015 RITA’S FRANCHISE COMPANY. ALL RIGHTS RESERVED.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavor,,,Calories,,,Calories from Fat,,,Fat,,,Saturated Fat,,,,Trans Fat,,,,Cholesterol,,,,,,Sodium,,,,Total Carbohydrates,,,,,,Dietary Fiber,,,Total Sugar,,,Added Sugar,,,,Protein,,,,,Vitamin D,,,,,Vitamin D (% DV),,,,,Calcium,,,,Calcium (%DV),,,Iron,,,Iron (%DV),,,Potassiu m,,Potassiu m (%DV),,,,,,,,,,,,,,,
Banana,,,640,,,320,,,35,,,22,,,,0,,,,240,,,,,,400,,,,75,,,,,,0,,,63,,,45,,,,13,,,,,0,,,,,0,,,,,446,,,,35,,,0,,,0,,,608,,15,,,,,,,,,,,,,,,
Black Raspberry,,,660,,,320,,,36,,,23,,,,0,,,,245,,,,,,410,,,,73,,,,,,0,,,62,,,45,,,,13,,,,,0,,,,,0,,,,,454,,,,35,,,0,,,0,,,615,,15,,,,,,,,,,,,,,,
Butter Pecan,,,660,,,320,,,36,,,23,,,,0,,,,245,,,,,,410,,,,73,,,,,,0,,,62,,,45,,,,13,,,,,0,,,,,0,,,,,454,,,,35,,,0,,,0,,,615,,15,,,,,,,,,,,,,,,
Cake Batter,,,600,,,300,,,33,,,21,,,,0,,,,225,,,,,,400,,,,78,,,,,,0,,,65,,,42,,,,12,,,,,0,,,,,0,,,,,421,,,,30,,,0,,,0,,,578,,10,,,,,,,,,,,,,,,
Campfire Marshmallow,,,600,,,300,,,23,,,14,,,,0,,,,155,,,,,,330,,,,94,,,,,,0,,,72,,,28,,,,8,,,,,0,,,,,0,,,,,300,,,,30,,,0,,,0,,,430,,10,,,,,,,,,,,,,,,
Caramel Macchiato,,,680,,,330,,,37,,,23,,,,0,,,,250,,,,,,420,,,,78,,,,,,0,,,65,,,47,,,,13,,,,,0,,,,,0,,,,,467,,,,35,,,0,,,0,,,634,,15,,,,,,,,,,,,,,,
Cheesecake,,,690,,,330,,,36,,,23,,,,0,,,,245,,,,,,410,,,,80,,,,,,0,,,69,,,53,,,,13,,,,,0,,,,,0,,,,,460,,,,35,,,0,,,0,,,630,,15,,,,,,,,,,,,,,,
Chocolate Cake,,,630,,,290,,,32,,,19,,,,0,,,,190,,,,,,330,,,,75,,,,,,0,,,67,,,48,,,,13,,,,,0,,,,,0,,,,,414,,,,30,,,3,,,15,,,831,,20,,,,,,,,,,,,,,,
Chocolate Banana,,,600,,,290,,,32,,,19,,,,0,,,,190,,,,,,320,,,,75,,,,,,0,,,67,,,48,,,,13,,,,,0,,,,,0,,,,,414,,,,30,,,3,,,15,,,831,,20,,,,,,,,,,,,,,,
Chocolate Strawberry,,,600,,,290,,,32,,,19,,,,0,,,,190,,,,,,320,,,,75,,,,,,0,,,67,,,48,,,,13,,,,,0,,,,,0,,,,,414,,,,30,,,3,,,15,,,831,,20,,,,,,,,,,,,,,,
Coffee,,,660,,,320,,,36,,,23,,,,0,,,,245,,,,,,430,,,,73,,,,,,0,,,62,,,46,,,,13,,,,,0,,,,,0,,,,,460,,,,35,,,0,,,0,,,621,,15,,,,,,,,,,,,,,,
Cotton Candy,,,640,,,320,,,35,,,22,,,,0,,,,240,,,,,,400,,,,77,,,,,,0,,,66,,,45,,,,13,,,,,0,,,,,0,,,,,449,,,,35,,,0,,,0,,,613,,15,,,,,,,,,,,,,,,
Mint,,,650,,,320,,,36,,,23,,,,0,,,,245,,,,,,410,,,,72,,,,,,0,,,62,,,46,,,,13,,,,,0,,,,,0,,,,,456,,,,35,,,0,,,0,,,620,,15,,,,,,,,,,,,,,,
Peach,,,610,,,300,,,34,,,21,,,,0,,,,230,,,,,,380,,,,69,,,,,,0,,,60,,,43,,,,12,,,,,0,,,,,0,,,,,428,,,,35,,,0,,,0,,,584,,10,,,,,,,,,,,,,,,
Pistachio,,,650,,,320,,,36,,,23,,,,0,,,,245,,,,,,410,,,,72,,,,,,0,,,62,,,46,,,,13,,,,,0,,,,,0,,,,,456,,,,35,,,0,,,0,,,620,,15,,,,,,,,,,,,,,,
Pumpkin,,,670,,,320,,,35,,,22,,,,0,,,,240,,,,,,410,,,,78,,,,,,0,,,68,,,51,,,,13,,,,,0,,,,,0,,,,,449,,,,35,,,0,,,0,,,611,,15,,,,,,,,,,,,,,,
Pumpkin Cold Brew,,,650,,,320,,,35,,,22,,,,0,,,,240,,,,,,440,,,,72,,,,,,0,,,62,,,45,,,,13,,,,,0,,,,,0,,,,,449,,,,35,,,0,,,0,,,607,,15,,,,,,,,,,,,,,,
Orange Cream,,,650,,,320,,,35,,,23,,,,0,,,,240,,,,,,420,,,,75,,,,,,0,,,64,,,45,,,,13,,,,,0,,,,,0,,,,,452,,,,35,,,0,,,0,,,617,,15,,,,,,,,,,,,,,,
Salted Caramel,,,640,,,300,,,33,,,20,,,,0,,,,200,,,,,,330,,,,76,,,,,,0,,,68,,,50,,,,13,,,,,0,,,,,0,,,,,436,,,,35,,,4,,,20,,,872,,20,,,,,,,,,,,,,,,
Salted Caramel Chocolate,,,640,,,300,,,33,,,20,,,,0,,,,200,,,,,,330,,,,76,,,,,,0,,,68,,,50,,,,13,,,,,0,,,,,0,,,,,436,,,,35,,,4,,,20,,,872,,20,,,,,,,,,,,,,,,
Strawberry Banana,,,670,,,320,,,36,,,23,,,,0,,,,245,,,,,,410,,,,79,,,,,,0,,,68,,,46,,,,13,,,,,0,,,,,0,,,,,460,,,,35,,,0,,,0,,,625,,15,,,,,,,,,,,,,,,
Strawberry,,,650,,,320,,,36,,,23,,,,0,,,,240,,,,,,410,,,,74,,,,,,0,,,64,,,45,,,,13,,,,,0,,,,,0,,,,,453,,,,35,,,0,,,0,,,616,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This nutrition information is based on standard recipes and product formulations; however; variations may occur due to differences in preparation, serving sizes, ingredients, or special orders. Current recommendations are to limit total saturated fat intake to 20 grams per day and to limit sodium intake to less than 2,400 mg per day for a 2,000 calorie-per-day diet. A 2,000 calorie daily diet is used for the basis of general nutrition advice; individual calorie needs however; may vary. ©2015 RITA’S FRANCHISE COMPANY. ALL RIGHTS RESERVED.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILKSHAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavor,,,Calories,,,,Calories from Fat,,,,,Fat,,,,,Saturated Fat,,,,,,,Trans Fat,,,,Cholesterol,,,,,,Sodium,,,"Total
Carbohydr ates",,,,,Dietary Fiber,,,,Total Sugar,,,,,,Added Sugar,,,,,,Protein,,,,,,Vitamin D,,,"Vitami
n D (% DV)",,,Calcium,,,,,Calcium (%DV),,,Iron,,,,,Iron (%DV),,,,Potassi um,,,Potassiu m (%DV),
Banana,,,540,,,,230,,,,,25,,,,,16,,,,,,,0,,,,170,,,,,,320,,,67,,,,,0,,,,60,,,,,,35,,,,,,11,,,,,,0,,,0,,,397,,,,,40,,,0,,,,,0,,,,520,,,15,
Black and White,,,620,,,,270,,,,,30,,,,,20,,,,,,,0,,,,175,,,,,,400,,,79,,,,,0,,,,70,,,,,,44,,,,,,12,,,,,,0,,,0,,,427,,,,,45,,,1,,,,,4,,,,640,,,18,
Black Raspberry,,,530,,,,230,,,,,26,,,,,16,,,,,,,0,,,,170,,,,,,320,,,64,,,,,0,,,,56,,,,,,31,,,,,,11,,,,,,0,,,0,,,402,,,,,40,,,0,,,,,0,,,,530,,,15,
Cake Batter,,,550,,,,220,,,,,24,,,,,15,,,,,,,0,,,,160,,,,,,300,,,73,,,,,0,,,,65,,,,,,41,,,,,,11,,,,,,0,,,0,,,379,,,,,40,,,0,,,,,0,,,,500,,,14,
Campfire Marshmallow,,,540,,,,230,,,,,18,,,,,12,,,,,,,0,,,,120,,,,,,290,,,87,,,,,0,,,,71,,,,,,46,,,,,,9,,,,,,0,,,0,,,320,,,,,40,,,0,,,,,0,,,,430,,,17,
Caramel,,,620,,,,250,,,,,28,,,,,18,,,,,,,0,,,,180,,,,,,390,,,83,,,,,0,,,,71,,,,,,46,,,,,,12,,,,,,0,,,0,,,430,,,,,45,,,0,,,,,0,,,,570,,,16,
Cheesecake,,,540,,,,220,,,,,25,,,,,16,,,,,,,0,,,,165,,,,,,310,,,71,,,,,0,,,,64,,,,,,39,,,,,,11,,,,,,0,,,0,,,388,,,,,40,,,0,,,,,0,,,,510,,,15,
Chocolate,,,510,,,,220,,,,,24,,,,,15,,,,,,,0,,,,140,,,,,,270,,,64,,,,,0,,,,59,,,,,,34,,,,,,12,,,,,,0,,,0,,,386,,,,,40,,,2,,,,,15,,,,700,,,20,
Chocolate Covered Strawberry,,,550,,,,220,,,,,24,,,,,15,,,,,,,0,,,,140,,,,,,270,,,75,,,,,0,,,,68,,,,,,40,,,,,,12,,,,,,0,,,0,,,389,,,,,40,,,3,,,,,15,,,,720,,,21,
Coffee,,,530,,,,230,,,,,26,,,,,16,,,,,,,0,,,,175,,,,,,320,,,67,,,,,0,,,,57,,,,,,31,,,,,,11,,,,,,0,,,0,,,402,,,,,40,,,0,,,,,0,,,,530,,,15,
Cotton Candy,,,540,,,,230,,,,,26,,,,,16,,,,,,,0,,,,170,,,,,,310,,,68,,,,,0,,,,60,,,,,,35,,,,,,11,,,,,,0,,,0,,,398,,,,,40,,,0,,,,,0,,,,520,,,15,
Mint,,,530,,,,230,,,,,26,,,,,17,,,,,,,0,,,,175,,,,,,320,,,63,,,,,0,,,,56,,,,,,31,,,,,,11,,,,,,0,,,0,,,404,,,,,40,,,0,,,,,0,,,,530,,,15,
Orange,,,540,,,,230,,,,,26,,,,,16,,,,,,,0,,,,170,,,,,,320,,,66,,,,,0,,,,58,,,,,,31,,,,,,11,,,,,,0,,,0,,,401,,,,,40,,,0,,,,,0,,,,530,,,15,
Oreo Cookie N Cream,,,670,,,,290,,,,,32,,,,,18,,,,,,,0,,,,175,,,,,,480,,,84,,,,,0,,,,69,,,,,,32,,,,,,13,,,,,,0,,,0,,,409,,,,,40,,,2,,,,,8,,,,540,,,15,
